% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:34
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.23554721766169556
16100                     0.23188725557534054
16200                     0.22882854159001276
16300                     0.22645318300141903
16400                     0.22487499740868647
16500                     0.2241256768774067
16600                     0.22413949871448935
16700                     0.2248535045799051
16800                     0.22635514469467957
16900                     0.2284088430697112
17000                     0.230917461891154
17100                     0.23409338992779338
17200                     0.23779799324610773
17300                     0.241868260299544
17400                     0.2462815206252171
17500                     0.25102567923422386
17600                     0.2560589173104818
17700                     0.2613227941667081
17800                     0.26675255298049244
17900                     0.272273230927694
18000                     0.27780059661552214
18100                     0.2832446499587589
18200                     0.2885097923296538
18300                     0.29349240443196156
18400                     0.29807840585177564
18500                     0.3021425439153609
18600                     0.3055502590890345
18700                     0.3081622779385558
18800                     0.3098416461124869
18900                     0.31046270825562966
19000                     0.30992133919948556
19100                     0.3081453722426551
19200                     0.30510375483109
19300                     0.3008127522021707
19400                     0.2953377476285841
19500                     0.2887899061610291
19600                     0.28131799931587753
19700                     0.2730966920129427
19800                     0.2643132308901071
19900                     0.25515456623575145
20000                     0.2457965351396623
