% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:30
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.3311716083946036
16100                     0.31912787538937765
16200                     0.3081331947867236
16300                     0.2981191754721687
16400                     0.28903354812647053
16500                     0.2808513251557158
16600                     0.2735926637911316
16700                     0.26732590291253955
16800                     0.26209896172823216
16900                     0.25786335597104826
17000                     0.2545125481101903
17100                     0.25193936536771794
17200                     0.2500523145234861
17300                     0.24877416298262536
17400                     0.24803871415805906
17500                     0.24778658692568978
17600                     0.24796120192750395
17700                     0.2485071316268983
17800                     0.24936952592505002
17900                     0.25049298643463436
18000                     0.25182001650917857
18100                     0.25328965503193573
18200                     0.25483648175717716
18300                     0.2563898988181016
18400                     0.257873576256843
18500                     0.2592050519580944
18600                     0.2602956185631933
18700                     0.2610507525372788
18800                     0.261371397493457
18900                     0.2611563924265868
19000                     0.26030624030737887
19100                     0.25872824338134204
19200                     0.2563427846843906
19300                     0.2530902249730974
19400                     0.24893756615767507
19500                     0.24388380728334416
19600                     0.2379629043088264
19700                     0.23124351753526828
19800                     0.22382527111804534
19900                     0.21583192347634034
20000                     0.20740245019014464
