% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 06:16
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.6359266575040218
16100                     0.6307076657529972
16200                     0.6253706083359863
16300                     0.6199254089248989
16400                     0.6143820494160537
16500                     0.6087505093418055
16600                     0.6030407092018457
16700                     0.5972624582175313
16800                     0.5914254069018283
16900                     0.5855390047282778
17000                     0.5796124630821277
17100                     0.5736547235790966
17200                     0.5676744317524767
17300                     0.5616799160326782
17400                     0.5556791718756614
17500                     0.5496798508413201
17600                     0.5436892543730151
17700                     0.5377143319874044
17800                     0.5317616835441793
17900                     0.5258375652264887
18000                     0.519947898816137
18100                     0.5140982837925936
18200                     0.5082940117071181
18300                     0.5025400821799904
18400                     0.49684121972688927
18500                     0.49120189043012735
18600                     0.48562631722470234
18700                     0.4801184922595444
18800                     0.47468218442840354
18900                     0.46932093975303374
19000                     0.4640380718904679
19100                     0.4588366396916227
19200                     0.4537194085829452
19300                     0.4486887927449963
19400                     0.4437467758513002
19500                     0.4388948097783946
19600                     0.4341336934751091
19700                     0.4294634382872006
19800                     0.42488313147114426
19900                     0.4203908160635012
20000                     0.4159834118739144
