% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:52
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.6754953642240787
16100                     0.6746781333449646
16200                     0.6736044933728489
16300                     0.6722302259297022
16400                     0.6705129827982951
16500                     0.668413753909692
16600                     0.6658984108116064
16700                     0.6629392443335926
16800                     0.6595163985895892
16900                     0.6556190939234751
17000                     0.6512465318487358
17100                     0.646408387370105
17200                     0.6411248185734806
17300                     0.6354259582220396
17400                     0.6293508934503939
17500                     0.6229461821241407
17600                     0.616263992069753
17700                     0.6093599768339792
17800                     0.6022910152735146
17900                     0.5951129409186712
18000                     0.5878783720791009
18100                     0.5806347285501068
18200                     0.5734224901899174
18300                     0.566273721375748
18400                     0.5592108574204928
18500                     0.5522457271987777
18600                     0.5453787718123339
18700                     0.5385984123274067
18800                     0.531880519940339
18900                     0.5251879487245437
19000                     0.5184701040526363
19100                     0.5116625392859065
19200                     0.5046866007761001
19300                     0.49744917911272424
19400                     0.489842676185787
19500                     0.4817453663110572
19600                     0.47302241681836654
19700                     0.46352793529939895
19800                     0.45310851276560854
19900                     0.4416088025335662
20000                     0.42887965863759
