% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:33
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.388123321966263
16100                     0.3685639843628505
16200                     0.35109439444970963
16300                     0.3355148673759881
16400                     0.32163885178101237
16500                     0.30930500973357555
16600                     0.29838535150163814
16700                     0.2887882063551033
16800                     0.2804494434000034
16900                     0.27330941060366715
17000                     0.2672918082650662
17100                     0.26230375663322925
17200                     0.25824460721230164
17300                     0.25499141909999234
17400                     0.2524351629374684
17500                     0.2506683960720638
17600                     0.24962093236748925
17700                     0.24899337927216492
17800                     0.24875365907081567
17900                     0.24900019345481256
18000                     0.2495582989508731
18100                     0.25033419064722545
18200                     0.2512617182472726
18300                     0.252232953693318
18400                     0.25313754475842615
18500                     0.25387544906427106
18600                     0.2543474045425505
18700                     0.25444749678195777
18800                     0.254061965273862
18900                     0.25307420563933297
19000                     0.2513743580657471
19100                     0.24887072312356057
19200                     0.24550052170848558
19300                     0.2412382924302683
19400                     0.23610067438814897
19500                     0.2301466846356837
19600                     0.22347324545961245
19700                     0.21620661514132244
19800                     0.2084912018984165
19900                     0.20047766673183834
20000                     0.19231211727583722
