% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:26
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.2554346950261987
16100                     0.2528022602108584
16200                     0.2503421171279572
16300                     0.24805141029992953
16400                     0.24592777879205638
16500                     0.24396938320452896
16600                     0.24217493907547336
16700                     0.2405437579348769
16800                     0.23907579752212668
16900                     0.23777172303982247
17000                     0.23663298179664263
17100                     0.23566189422306896
17200                     0.23486176507949932
17300                     0.23423701977560946
17400                     0.2337933721611658
17500                     0.23353803202671627
17600                     0.23347996297016238
17700                     0.23363020434518672
17800                     0.23400227477190888
17900                     0.23461267910924125
18000                     0.2354815455668746
18100                     0.23663342398271336
18200                     0.23809827856825605
18300                     0.23991270566564887
18400                     0.24212139471974717
18500                     0.24477882333140094
18600                     0.24795113211356506
18700                     0.25171807046540906
18800                     0.25617487354690005
18900                     0.26143399117016297
19000                     0.2676268228272697
19100                     0.2749060453761063
19200                     0.28344964045419085
19300                     0.293468120947387
19400                     0.30521658724635975
19500                     0.31901322140577315
19600                     0.33526586586457185
19700                     0.3545083664481375
19800                     0.37744748652565674
19900                     0.4050164561966911
20000                     0.43841375448103703
