% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:25
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     0.3311232507322415
16100                     0.32721060309058747
16200                     0.3235020636150149
16300                     0.3199937978030239
16400                     0.31668233172019083
16500                     0.3135645904837581
16600                     0.3106379401941401
16700                     0.3079002346419436
16800                     0.3053498682846916
16900                     0.3029858372158388
17000                     0.3008078101467535
17100                     0.2988162118157608
17200                     0.2970123217330518
17300                     0.2953983917927785
17400                     0.2939777870438083
17500                     0.29275515481491393
17600                     0.2917366284219371
17700                     0.2909300727894676
17800                     0.2903453803739
17900                     0.28999482654563785
18000                     0.2898934936792505
18100                     0.2900597719934001
18200                     0.29051594182215573
18300                     0.2912888354735157
18400                     0.2924105663279055
18500                     0.2939192985540002
18600                     0.2958600154756804
18700                     0.29828523538515045
18800                     0.3012556335194244
18900                     0.3048405754234354
19000                     0.309118664654802
19100                     0.3141785562608857
19200                     0.32012046153144164
19300                     0.3270589259491603
19400                     0.33512756694477497
19500                     0.34448651608781194
19600                     0.3553333683536991
19700                     0.36791854961632015
19800                     0.38256616001261057
19900                     0.399701353719786
20000                     0.419884572483892
