% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:33
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     1.6323812864109342
16100                     1.5442692223865158
16200                     1.4578694570056971
16300                     1.3717625404333613
16400                     1.2843638306094516
16500                     1.1938432170742805
16600                     1.098196116403996
16700                     0.9957298783204566
16800                     0.8860336203222268
16900                     0.7705675024366606
17000                     0.6518123036980326
17100                     0.5319069484918528
17200                     0.41318172549346355
17300                     0.2978467021295697
17400                     0.1761497353733696
17500                     0.03474299891295443
17600                     -0.07448392099927745
17700                     -0.15535771135538193
17800                     -0.2068896944327809
17900                     -0.25294981190767574
18000                     -0.3129430627058796
18100                     -0.034501863890191754
18200                     0.7922023876533785
18300                     1.0207369105750979
18400                     0.9445638723161824
18500                     0.8653734624637703
18600                     0.7837398583227086
18700                     0.6996706065229147
18800                     0.6129662563235464
18900                     0.5235236241515061
19000                     0.4314883448620455
19100                     0.3372567748491475
19200                     0.24140404364149629
19300                     0.14460549143862603
19400                     0.047575721666053575
19500                     -0.048975999003916956
19600                     -0.14438030855607745
19700                     -0.23803564766793495
19800                     -0.329429615559754
19900                     -0.41815261967430517
20000                     -0.5039030670389539
