% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:49
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     1.202128995950232
16100                     1.1250910243157959
16200                     1.0427228280367133
16300                     0.9545430481395892
16400                     0.8607248829289649
16500                     0.7621201462002628
16600                     0.6599424573279815
16700                     0.555380821777513
16800                     0.4493580933574871
16900                     0.3419915484383423
17000                     0.23199697209786618
17100                     0.11956262006522228
17200                     0.010279182217317736
17300                     -0.09305952071204357
17400                     -0.20005414759495105
17500                     -0.3378990445882619
17600                     -0.43597221053917107
17700                     -0.5054318037064596
17800                     -0.34230020364733743
17900                     -0.07180463122770553
18000                     1.0402696021696465
18100                     0.9562011342163199
18200                     0.8712642037711767
18300                     0.7858123790457745
18400                     0.6992239013628465
18500                     0.6104406399416052
18600                     0.5186587172310173
18700                     0.42370567936904874
18800                     0.32593926721347827
18900                     0.22598485273459715
19000                     0.12455210865123606
19100                     0.02235378518408286
19200                     -0.07992167839960179
19300                     -0.1816205211728215
19400                     -0.2821333611804868
19500                     -0.3809083327878905
19600                     -0.47746602606135785
19700                     -0.5714126624756581
19800                     -0.662448320330936
19900                     -0.7503685960282628
20000                     -0.8350598498371149
