% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:32
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     2.0294550991287266
16100                     1.9310602004639918
16200                     1.8376973403112535
16300                     1.748418752744264
16400                     1.6622131997864493
16500                     1.5779125215037813
16600                     1.4939319496513088
16700                     1.4075634754053303
16800                     1.3129653393511096
16900                     1.1974139756371422
17000                     1.0530028579478004
17100                     0.8970882766530638
17200                     0.7586397659583723
17300                     0.6329079142536052
17400                     0.42219680120769226
17500                     0.3720757585096997
17600                     0.3364459491505263
17700                     0.30233427998315676
17800                     0.256196187885335
17900                     0.2042081649354528
18000                     0.14959658880286722
18100                     0.3049360491865099
18200                     0.4007710148685541
18300                     1.159607909298336
18400                     1.0911788924289971
18500                     1.0190994708797703
18600                     0.9436039287699894
18700                     0.8649239476840477
18800                     0.7832350148210329
18900                     0.698683747720318
19000                     0.6114481520014987
19100                     0.5217883846181859
19200                     0.4300699450090974
19300                     0.33676075055724536
19400                     0.24241125643051828
19500                     0.14762592861572205
19600                     0.053031220757453305
19700                     -0.04075676810375261
19800                     -0.13316230733677342
19900                     -0.2236751641070633
20000                     -0.3118687448471346
