% Model:              2d_units.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2024, 17:29
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        线结果图
% x                       平均值 1
16000                     -2.5351879412281737
16100                     -2.6069244293337217
16200                     -2.6828587816803102
16300                     -2.7634662808939088
16400                     -2.849258331690063
16500                     -2.640440762615507
16600                     -1.8454043101215112
16700                     -0.7330383425635285
16800                     3.0285971427987937
16900                     2.9097765189999323
17000                     2.7838978720339314
17100                     2.6516284426597827
17200                     2.5142709461789727
17300                     2.373933030026317
17400                     2.233833323725171
17500                     2.0994287790523156
17600                     1.9855140977453254
17700                     1.6639556039785797
17800                     1.3802179856145407
17900                     1.0785176112361752
18000                     1.01159929922425
18100                     0.7809632138118294
18200                     0.7033450977365829
18300                     0.6243171834501753
18400                     0.5443828135597316
18500                     0.6202061181923288
18600                     0.7891781602368467
18700                     1.2790203475445128
18800                     1.1952017715888177
18900                     1.1101685109771937
19000                     1.023781882626417
19100                     0.9359804378512766
19200                     0.8467792054850551
19300                     0.7562649274056354
19400                     0.6645987765036774
19500                     0.5720229876069443
19600                     0.478862688950092
19700                     0.38551742675255957
19800                     0.2924421247025546
19900                     0.20012069856738882
20000                     0.10903675668085026
